SrNo,id,name,jurisdiction,address,phone,general_phone,fax,website,twitter,twitter_handles,url,Updated URL,foia_logs,foia_portal,absolute_url,logo,facebook,linkedin,instagram,glassdoor,wikipedia,blog_or_news,open_data,github,yelp,YouTube,Flickr,Date of work,
413,86,Air Force,10,"Air Force 
HAF/IMIO (FOIA) 
1000 Air Force Pentagon 
Washington, D.C. 20330-1000",703-693-2735,,,http://www.af.mil/,usairforce,,http://www.foia.af.mil/,,http://www.foia.af.mil/Library/,https://www.efoia.af.mil/palMain.aspx,/agency/united-states-of-america-10/air-force-86/,https://pbs.twimg.com/profile_images/875377950861950976/WDv6YJ5d_400x400.jpg,https://www.facebook.com/USairforce,https://in.linkedin.com/company/united-states-air-force,https://www.instagram.com/usairforce/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-US-Air-Force-EI_IE41283.11,23.htm?countryRedirect=true",https://en.wikipedia.org/wiki/United_States_Air_Force,"http://airforcelive.dodlive.mil/, http://www.af.mil/News/",,,,,https://www.flickr.com/photos/usairforce/,23-Oct-17,
414,8539,Secretary of the Air Force [APPEALS],10,"Secretary of the Air Force 
Thru: AFIMSC/IZSI (FOIA) 
2261 Hughes Avenue, Suite 133 
JBSA Lackland, Texas 78236-9853",703-695-0640,,,http://www.foia.af.mil/,,SecAFOfficial,http://www.foia.af.mil/Library/Handbook/,,,,/agency/united-states-of-america-10/secretary-air-force-appeals-8539/,,,,https://www.instagram.com/SecAFofficial/,,,,,,,,,23-Oct-17,
415,7237,"Department of Justice, Evironment and Natural Resources Division",10,"U.S. Department of Justice 
Environment and Natural Resources Division 
Law and Policy Section 
950 Pennsylvania Avenue, N.W. 
Washington, DC 20530-0001",(202)514-2701,,,https://www.justice.gov/enrd/contact-division,,,https://www.justice.gov/enrd/contact-division,,https://www.justice.gov/enrd/selected-publications,,/agency/united-states-of-america-10/department-justice-evironment-and-natural-resource-division-7237/,,,,,,https://en.wikipedia.org/wiki/United_States_Department_of_Justice_Environment_and_Natural_Resources_Division,,,,,,,23-Oct-17,
416,8203,"Department of Health and Human Services, National Institute of Environmental Health Sciences",10,"P.O. Box 12233 
Mail Drop K3-16 
Research Triangle Park, NC 27709",919-541-3411,919-541-3365,301-451-5479,https://www.niehs.nih.gov/,NIEHS,,https://www.niehs.nih.gov/about/od/ocpl/foia/index.cfm,,,,/agency/united-states-of-america-10/department-of-health-and-human-services-national-institute-of-environmental-health-sciences-8203/,https://pbs.twimg.com/profile_images/3307545713/6c3de85f3151758d95adbd237bb9af49_400x400.png,https://www.facebook.com/NIH.NIEHS,https://in.linkedin.com/company/national-institute-of-environmental-health-sciences-niehs-,,,https://en.wikipedia.org/wiki/National_Institute_of_Environmental_Health_Sciences,https://www.niehs.nih.gov/news/newsroom/index.cfm,,,,https://www.youtube.com/user/TheNIEHS,,23-Oct-17,
417,5196,United States Department of Agriculture - Animal Plant and Health Inspection Service,10,"Tonya Woods, FOIA Director 
Legislative and Public Affairs 
Freedom of Information Act 
4700 River Road, Unit 50 
Riverdale, MD 20737",301-851-4102,,301-734-5941,https://www.aphis.usda.gov/aphis/home/,USDA_APHIS,,http://www.aphis.usda.gov/wps/portal/aphis/resources?1dmy&urile=wcm%3apath%3a/aphis_content_library/sa_resources/sa_laws_and_regulations/sa_foia/ct_foia,,https://www.aphis.usda.gov/aphis/resources/foia/ct_foia_logs,https://efoia-pal.usda.gov/App/Home.aspx,/agency/united-states-of-america-10/animal-plant-and-health-inspection-service-5196/,https://pbs.twimg.com/profile_images/3472068321/d9e61584542b0ed8399ef07fedf42a0c_400x400.jpeg,,https://in.linkedin.com/company/usda-aphis,,"https://www.glassdoor.co.in/Overview/Working-at-Animal-and-Plant-Health-Inspection-Service-EI_IE41355.11,53.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Animal_and_Plant_Health_Inspection_Service,"https://www.usda.gov/media/blog, https://www.aphis.usda.gov/aphis/newsroom/news",,,,http://www.youtube.com/usdaaphis,http://www.flickr.com/photos/usdagov/collections/72157625204032244/,23-Oct-17,
418,8512,United States Attorney's Office for the District of Puerto Rico,10,"Kevin Krebs, Assistant Director, FOIA/Privacy Staff 
Executive Office for United States Attorneys 
Department of Justice 
600 E Street, NW, Room 7300 
Washington, DC 20530-0001 
(202) 252-6020",(877) 872‐5656,,,https://www.justice.gov/usao-pr,@USAO_PR,,https://www.justice.gov/usao/resources/making-foia-request,,https://www.justice.gov/usao/resources/foia-library,,/agency/united-states-of-america-10/united-states-attorneys-office-district-puerto-rico-8512/,https://pbs.twimg.com/profile_images/611590279498313728/bdgEHZy5_400x400.jpg,,,,,,https://www.justice.gov/usao-pr/pr,,,,,,23-Oct-17,
419,4945,"Department of Homeland Security, Office for Civil Rights and Civil Liberties",10,"Office for Civil Rights and Civil Liberties 
U.S. Department of Homeland Security 
Building 410, Mail Stop #0190 
Washington, D.C. 20528",202-401-1474,,202-401-4708,http://www.dhs.gov/office-civil-rights-and-civil-liberties,,,https://www.dhs.gov/foia-contact-information,,https://www.dhs.gov/foia-library,https://www.dhs.gov/dhs-foia-privacy-act-request-submission-form,/agency/united-states-of-america-10/department-homeland-security-office-civil-rights-and-civil-liberties-4945/,,https://www.facebook.com/CivilRightsAndCivilLiberties/,,,,,,,,,,,23-Oct-17,
420,116,Food and Drug Administration,10,"Food and Drug Administration 
Division of Freedom of Information 
Office of the Executive Secretariat, OC 
12420 Parklawn Drive 
ELEM-1029 
Rockville, MD 20857",(301) 796-3900,,3018279267,https://www.fda.gov/,US_FDA,,http://www.fda.gov/RegulatoryInformation/FOI/HowtoMakeaFOIARequest/default.htm,,https://www.fda.gov/RegulatoryInformation/FOI/ElectronicReadingRoom/default.htm,https://www.accessdata.fda.gov/scripts/foi/FOIRequest/requestinfo.cfm,/agency/united-states-of-america-10/food-and-drug-administration-116/,https://pbs.twimg.com/profile_images/773141404860162061/WK4RgHMx_400x400.jpg,https://www.facebook.com/FDA,https://in.linkedin.com/company/fda,,"https://www.glassdoor.co.in/Overview/Working-at-U-S-Food-and-Drug-Administration-EI_IE1052900.11,43.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Food_and_Drug_Administration,"https://blogs.fda.gov/FDAvoice/index.php, https://www.fda.gov/NewsEvents/",https://open.fda.gov/,https://github.com/FDA,,http://www.youtube.com/user/USFoodandDrugAdmin,http://www.flickr.com/photos/fdaphotos/,23-Oct-17,
421,5602,"Department of Justice, Office of Legislative Affairs",10,"Laurie Day 
Chief, Initial Request Staff 
Office of Information Policy 
Department of Justice 
Suite 11050 
1425 New York Avenue, N.W. 
Washington, D.C. 20530-0001",202-514-2141,,202-514-1009,https://www.justice.gov/ola,,,http://www.justice.gov/ola/ola-freedom-information-act,,https://www.justice.gov/oip/available-documents-oip,,/agency/united-states-of-america-10/department-of-justice-office-of-legislative-affairs-5602/,,,,,,,,,,,,,23-Oct-17,
422,7999,US Army Corps of Engineers - San Francisco District,10,"CESPN-OC 
1455 Market St, Rm 1660 
San Francisco, CA 94103-1398",415-503-6759,,415-503-6686,http://www.spn.usace.army.mil/,USACESPN,,http://www.usace.army.mil/FOIA/Offices.aspx,,http://www.spn.usace.army.mil/Library/Freedom-of-Information-Act/FOIA-Hot-Topics/,,/agency/united-states-of-america-10/us-army-corps-of-engineers-san-francisco-district-7999/,http://www.spn.usace.army.mil/Portals/68/usace_logo.png?ver=2013-01-05-121720-510,https://www.facebook.com/USACESPN,,,,,,,,,http://www.youtube.com/user/USACESanFrancisco,https://www.flickr.com/photos/99882420@N03,23-Oct-17,
423,2404,U.S. Army Corps of Engineers,10,"Humphreys Eng Center 
CEHEC-OC 
7701 Telegraph Rd 
Alexandria, VA 22315-3860",703-428-7210,,703-428-7633,http://www.usace.army.mil/,http://twitter.com/USACEHQ,,http://www.usace.army.mil/FOIA/Offices.aspx,,,,/agency/united-states-of-america-10/us-army-corps-of-engineers-2404/,http://www.spn.usace.army.mil/Portals/68/usace_logo.png?ver=2013-01-05-121720-510,http://www.facebook.com/USACEHQ,https://in.linkedin.com/company/us-army-corps-of-engineers,https://www.instagram.com/usacehq/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-US-Army-Corps-of-Engineers-EI_IE41319.11,37.htm",https://en.wikipedia.org/wiki/United_States_Army_Corps_of_Engineers,"http://usace.armylive.dodlive.mil/, http://www.usace.army.mil/Media/News-Releases/",https://data.navigationdatacenter.us/,,,http://www.youtube.com/CORPSCONNECTION,http://www.flickr.com/photos/usacehq,23-Oct-17,
424,129,National Archives and Records Administration,10,"FOIA Officer 
National Archives and Records Administration 
8601 Adelphi Road, Room 3110 
College Park, MD 20740",(301) 837-3642,,(301) 837-0293,https://www.archives.gov/,USNatArchives,,https://www.archives.gov/foia/foia-guide#where,,https://www.archives.gov/foia/logs.html,https://foiaonline.regulations.gov/foia/action/public/home,/agency/united-states-of-america-10/national-archives-and-records-administration-129/,https://pbs.twimg.com/profile_images/1232862546/profile-image-500_400x400.png,https://www.facebook.com/usnationalarchives/,https://www.facebook.com/usnationalarchives/,https://www.instagram.com/usnatarchives/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-US-National-Archives-and-Records-Administration-EI_IE41566.11,58.htm?countryRedirect=true",https://en.wikipedia.org/wiki/National_Archives_and_Records_Administration,https://www.archives.gov/social-media/blogs,https://www.archives.gov/data,https://github.com/usnationalarchives,,https://www.youtube.com/user/usnationalarchives,https://www.flickr.com/photos/35740357@N03/,23-Oct-17,
425,7,"Department of Defense, Office of the Secretary of Defense",10,"Office of the Secretary of Defense 
OSD/JS FOIA Requester Service Center 
Office of Freedom of Information 
1155 Defense Pentagon 
Washington, DC 20301-1155",(571) 372-0435,,15713720500,https://www.defense.gov/About/Office-of-the-Secretary-of-Defense/,,,http://www.dod.mil/pubs/foi/dfoipo/foiaHandbook.html,,,,/agency/united-states-of-america-10/office-of-the-secretary-of-defense-7/,,https://www.facebook.com/SECDEF/,https://www.linkedin.com/company/828535/,,,https://en.wikipedia.org/wiki/Office_of_the_Secretary_of_Defense,,,,,,,23-Oct-17,
426,6,Central Intelligence Agency,10,"Information and Privacy Coordinator 
Central Intelligence Agency 
Washington, D.C. 20505",,703-613-1287,7036133007,https://www.cia.gov/index.html,CIA,,https://www.cia.gov/library/readingroom/foia_request,,https://www.cia.gov/library/readingroom/,,/agency/united-states-of-america-10/central-intelligence-agency-6/,https://www.cia.gov/++theme++contextual.agencytheme/images/logo.png,https://www.facebook.com/Central.Intelligence.Agency,https://www.linkedin.com/company/14068/,https://www.instagram.com/centralintelligence/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-CIA-EI_IE41381.11,14.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Central_Intelligence_Agency,"https://www.cia.gov/news-information/blog, https://www.cia.gov/news-information/press-releases-statements",,,https://www.yelp.com/biz/central-intelligence-agency-washington,https://www.youtube.com/user/ciagov,https://www.flickr.com/photos/ciagov,23-Oct-17,
427,27,"Marines - United States Marine Corps, USMC",10,"FOIA/PA Manager (Code ARSF) 
COMMANDANT OF THE MARINE CORPS 
HEADQUARTERS, U.S. MARINE CORPS (ARSF) 
2 NAVY ANNEX 
WASHINGTON DC 20380-1775",,,(703) 614-6287,http://www.marines.mil/,USMC,,http://www.hqmc.marines.mil/Agencies/USMCFOIA/Howtomakearequest.aspx,,http://www.hqmc.marines.mil/Agencies/USMC-FOIA/FRR/,https://foiaonline.regulations.gov/foia/action/registered/home,/agency/united-states-of-america-10/marines-27/,https://pbs.twimg.com/profile_images/884816068409249792/btbVWFFA_400x400.jpg,http://www.facebook.com/marines,https://www.linkedin.com/company/us-marine-corps,http://www.instagram.com/marines,"https://www.glassdoor.co.in/Overview/Working-at-US-Marine-Corps-EI_IE41423.11,26.htm?countryRedirect=true",https://en.wikipedia.org/wiki/United_States_Marine_Corps,http://www.marines.mil/News/Press-Releases/,,,,http://www.youtube.com/Marines,http://www.flickr.com/photos/marine_corps/,23-Oct-17,
428,8503,Judge Advocate General (Code 14) [APPEALS],10,"Judge Advocate General (Code 14) 
1322 Patterson Avenue SE, Suite 3000 
Washington Navy Yard, DC 20374-5066",202-685-4596,202-685-5450,,http://www.jag.navy.mil/organization/code_14.htm,,,http://www.jag.navy.mil/library/foia.htm,,http://www.jag.navy.mil/library/reading_room.htm,,/agency/united-states-of-america-10/judge-advocate-general-code-14-appeals-8503/,,,,,,,,,,,,,23-Oct-17,
429,5605,Department of Treasury Office of Inspector General,10,"Office of the Inspector General 
Department of the Treasury 
Attn: Freedom of Information Act Office 
1500 Pennsylvania Avenue, NW, Room 4436 
Washington, DC 20220",202-622-1090,,202-622-2151,https://www.treasury.gov/about/organizational-structure/ig/Pages/default.aspx,,,https://www.treasury.gov/about/organizational-structure/ig/Pages/contacts.aspx,,,,/agency/united-states-of-america-10/department-of-treasury-office-of-inspector-general-5605/,,,,,,,,,,,,,23-Oct-17,
430,8486,"Department of Treasury, Office of Inspector General [APPEALS]",10,"Freedom of Information Act Appeal 
DO, FOIA and Transparency 
Department of the Treasury 
Washington, D.C. 20220",,,,,,,https://www.treasury.gov/FOIA/Pages/bureaus.aspx,,,,/agency/united-states-of-america-10/department-treasury-office-inspector-general-appeals-8486/,,,,,,,,,,,,,23-Oct-17,
431,8301,United States District Court for the District of Hawaii,10,"THE UNITED STATES DISTRICT COURT 
FOR THE DISTRICT OF HAWAII 
300 Ala Moana Blvd, Rm C338, 
Honolulu HI 96850",808-541-1300,,,http://www.hid.uscourts.gov/,,,http://www.hid.uscourts.gov/,,,,/agency/united-states-of-america-10/united-states-district-court-for-the-district-of-hawaii-8301/,,,,,,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_District_of_Hawaii,,,,,,,23-Oct-17,
432,8265,United States Attorneys Office District of Hawaii,10,"United States Attorney's Office 
District of Hawaii 
300 Ala Moana Blvd., #6-100 
Honolulu, HI 96850",808-541-2850,,,https://www.justice.gov/usao-hi,USAO_HI,,https://www.justice.gov/usao-hi,https://www.justice.gov/usao/district/hi,,,/agency/united-states-of-america-10/united-states-attorneys-office-district-of-hawaii-8265/,https://pbs.twimg.com/profile_images/466647979231698944/UrJC0C7a_400x400.jpeg,,,,,https://en.wikipedia.org/wiki/United_States_Attorney_for_the_District_of_Hawaii,,,,,,,30-Oct-17,
433,3207,Council on Environmental Quality,10,"722 Jackson Place, NW 
Washington, DC 20503",202-395-5750,,202-456-0753,https://www.whitehouse.gov/ceq,,,http://www.whitehouse.gov/administration/eop/ceq/foia/,,https://www.whitehouse.gov/ceq/foia/reading-room,,/agency/united-states-of-america-10/council-on-environmental-quality-3207/,,,https://www.linkedin.com/company/white-house-council-on-environmental-quality-/,,"https://www.glassdoor.co.in/Overview/Working-at-CEQ-EI_IE41493.11,14.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Council_on_Environmental_Quality,,,,,,,30-Oct-17,
434,8183,Bureau of Ocean Energy Management,10,"BOEM FOIA Officer 
45600 Woodland Road 
Sterling, VA 20166",703-787-1818,,703-787-1209,https://www.boem.gov/,BOEM_DOI,,https://www.boem.gov/FOIA/,,https://www.boem.gov/FOIA-Library/,,/agency/united-states-of-america-10/bureau-of-ocean-energy-management-8183/,https://pbs.twimg.com/profile_images/378800000330148469/afd3bf8dc5bc763d7246a55fded32345_400x400.jpeg,https://www.facebook.com/BureauOfOceanEnergyManagement/,https://www.linkedin.com/company/bureau-of-ocean-energy-management,,"https://www.glassdoor.co.in/Overview/Working-at-Bureau-of-Ocean-Energy-Management-EI_IE441928.11,44.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Bureau_of_Ocean_Energy_Management,,,,,https://www.youtube.com/channel/UCXL807nkJMCuxNj5kF09LLQ,http://www.flickr.com/photos/boemgov/,30-Oct-17,
435,8170,Defense Intelligence Agency,10,"Defense Intelligence Agency 
ATTN: FAC2A1 (FOIA) 
7400 Pentagon 
Washington, DC 20301-7400",301-394-5587,,301-394-5356,http://www.dia.mil/,DefenseIntel,,http://www.dia.mil/,http://www.dia.mil/FOIA.aspx,http://www.dia.mil/FOIA/FOIA-Electronic-Reading-Room/FOIA-Reading-Room-Defense-Intelligence-Agency-i/,,/agency/united-states-of-america-10/department-of-defense-8170/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/p200x200/1011466_10151480034630919_984666990_n.png?oh=22720e5467682e02db7af7e7e16de8a1&oe=5A689375,https://www.facebook.com/DIA/,http://www.linkedin.com/company/defense-intelligence-agency/,http://instagram.com/DefenseIntel,"https://www.glassdoor.co.in/Overview/Working-at-US-Defense-Intelligence-Agency-EI_IE41332.11,41.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Defense_Intelligence_Agency,http://www.dia.mil/News/,,https://github.com/di2e,,http://www.youtube.com/DefenseIntel,https://www.flickr.com/photos/defenseintelligenceagency/,30-Oct-17,
436,8154,Office of Science and Technology Policy (Executive Office of the President),10,"Office of Science and Technology Policy 
1650 Pennsylvania Ave, NW 
Washington, DC 20504",202-456-4444,,202-456-6021,https://www.whitehouse.gov/ostp,,,https://www.whitehouse.gov/ostp/foia,,https://www.whitehouse.gov/ostp/foia,,/agency/united-states-of-america-10/office-of-science-and-technology-policy-8154/,,,,,"https://www.glassdoor.co.in/Overview/Working-at-OSTP-EI_IE41542.11,15.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Office_of_Science_and_Technology_Policy,https://obamawhitehouse.archives.gov/administration/eop/ostp/blog,,,,,,30-Oct-17,
437,1407,US Army Intelligence and Security Command (INSCOM),10,"Commander, INSCOM 
ATTN: IAMG-C-FOI 
4552 Pike Road 
Fort Meade, MD 
20755-5995",,,301-677-2956,,,,http://www.inscom.army.mil/FOIA/,,,,/agency/united-states-of-america-10/us-army-intelligence-and-security-command-1407/,,,,,"https://www.glassdoor.co.in/Overview/Working-at-US-Army-Intelligence-and-Security-Command-EI_IE352641.11,52.htm",https://en.wikipedia.org/wiki/United_States_Army_Intelligence_and_Security_Command,,,,,,,30-Oct-17,
438,8152,"Secretary of the Army, Office of the General Counsel [APPEALS]",10,"Secretary of the Army, Office of the General Counsel 
Commander 
U.S. Army Intelligence and Security Command (APPEAL) 
Freedom of Information/Privacy Office 
2600 Ernie Pyle Street 
Suite 3S02-B 
Fort George G. Meade, Maryland 20755-5995",,,,,,,,,,,/agency/united-states-of-america-10/secretary-army-office-general-counsel-appeals-8152/,,,,,,,,,,,,,30-Oct-17,
439,6031,National Highway Traffic Safety Administration,10,"NHTSA Headquarters 
1200 New Jersey Avenue, SE 
West Building 
Washington, DC 20590",202-366-9550,1-888-327-4236,(202) 493-2929,https://www.nhtsa.gov/,NHTSAgov,,https://www.nhtsa.gov/about-nhtsa/foia,,https://www.nhtsa.gov/about-nhtsa/electronic-reading-room,,/agency/united-states-of-america-10/national-highway-traffic-safety-administration-6031/,https://pbs.twimg.com/profile_images/816652479450517504/TiaYEjbY_400x400.jpg,https://www.facebook.com/NHTSA,https://www.linkedin.com/company/national-traffic-highway-safety-administration/,https://www.instagram.com/nhtsagov,"https://www.glassdoor.co.in/Overview/Working-at-National-Highway-Traffic-Safety-Administration-EI_IE41397.11,57.htm?countryRedirect=true",https://en.wikipedia.org/wiki/National_Highway_Traffic_Safety_Administration,https://www.nhtsa.gov/press-releases,,,,https://www.youtube.com/user/usdotnhtsa,https://www.flickr.com/photos/usdotnhtsa/,30-Oct-17,
440,8151,"Chief Counsel, National Highway Traffic Safety Administration [APPEALS]",10,"Chief Counsel, National Highway Traffic Safety Administration 
1200 New Jersey Avenue, S.E. 
West Building, W41-227 
Washington, DC 20590",,855-368-4200,,https://www.transportation.gov/individuals/foia/listing-dot%E2%80%99s-appeals-officials,,,,,,,/agency/united-states-of-america-10/chief-counsel-national-highway-traffic-safety-administration-appeals-8151/,,,,,,,,,,,,,30-Oct-17,
441,8149,U.S Department of Education,10,"400 Maryland Avenue, SW, LBJ 2W220 
Washington, DC 20202-4536 
ATTN: FOIA Public Liaison",,1-800-872-5327,,https://www.ed.gov/,usedgov,BetsyDeVosED,https://www2.ed.gov/about/offices/list/ocr/index.html,,https://www2.ed.gov/policy/gen/leg/foia/readingroom.html,,/agency/united-states-of-america-10/us-department-of-education-8149/,https://pbs.twimg.com/profile_images/835230145703215104/akrIE9qD_400x400.jpg,http://www.facebook.com/ed.gov,https://www.linkedin.com/company/u.s.-department-of-education/,https://www.instagram.com/usedgov/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-US-Department-of-Education-EI_IE41297.11,37.htm?countryRedirect=true",https://en.wikipedia.org/wiki/United_States_Department_of_Education,"https://blog.ed.gov/, https://www.ed.gov/news",https://ed.gov/rschstat/landing.jhtml?src=pn,https://github.com/usedgov,https://www.yelp.com/biz/us-department-of-education-washington,https://www.youtube.com/user/usedgov,https://www.flickr.com/photos/48445211@N06/,6-Nov-17,
442,8139,Department of State - Bureau of Oceans and International Environmental and Scientific Affairs,10,,202-647-2492,,,https://www.state.gov/e/oes/,StateDeptOES,,https://www.state.gov/e/oes/,,,,/agency/united-states-of-america-10/department-of-state-bureau-of-oceans-and-international-environmental-and-scientific-affairs-8139/,,https://www.facebook.com/StateDepartment.OES?sk=wall,,,"https://www.glassdoor.co.in/Overview/Working-at-OES-EI_IE41495.11,14.htm",https://en.wikipedia.org/wiki/Bureau_of_Oceans_and_International_Environmental_and_Scientific_Affairs,,,,,,,6-Nov-17,
443,47,Office of Government Ethics,10,"OGE FOIA Officer 
Office of Government Ethics 
Suite 500, 
1201 New York Avenue, NW 
Washington, DC 20005-3917",,,202-482-9237,https://www.oge.gov/,OfficeGovEthics,,https://www.oge.gov/Web/oge.nsf/Resources/Submitting+a+FOIA+Request,,https://www.oge.gov/Web/OGE.nsf/Freedom+of+Information+Act+(FOIA)+Reports?openview,,/agency/united-states-of-america-10/office-of-government-ethics-47/,https://www.oge.gov/web/oge.nsf/OGE-Logo-Transparent-for-Web.png,,,https://www.linkedin.com/company/3871746/,"https://www.glassdoor.ca/Overview/Working-at-OGE-EI_IE41540.11,14.htm",https://en.wikipedia.org/wiki/United_States_Office_of_Government_Ethics,,,,,https://www.youtube.com/user/OGEInstitute,,6-Nov-17,
444,8125,"Program Counsel, U.S. Office of Government Ethics [APPEALS]",10,"Program Counsel, Office of Government Ethics 
1201 New York Avenue, N.W., Suite 500 
Washington, DC 20005-3917",,,,,,,https://www.oge.gov/Web/oge.nsf/Resources/Submitting+a+FOIA+Request,,,,/agency/united-states-of-america-10/program-counsel-us-office-government-ethics-appeals-8125/,,,,,,,,,,,,,6-Nov-17,
445,8123,U.S. Air Force - Incirlik Air Base,10,"39CS/SCXK 
Unit 7060 Box 15 
APO AE 09824-6015",,,,http://www.incirlik.af.mil/,39thAirBaseWing,,http://www.incirlik.af.mil/Contact-Us/,,,,/agency/united-states-of-america-10/incirlik-air-base-8123/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/c1.0.200.200/p200x200/196726_10150121827118749_5909669_n.jpg?oh=2c461243a8af7933bf370f6d3ca2d710&oe=5A7A3FA8,https://www.facebook.com/Incirlik-Air-Base-Turkey-135207298748/,,,,https://en.wikipedia.org/wiki/Incirlik_Air_Base,http://www.incirlik.af.mil/News/,,,,http://www.youtube.com/user/39ABW,,6-Nov-17,
446,8119,"101st Airborne Division, U.S. Army",10,"MEDIA RELATIONS DIVISION (MRD) 
Army Public Affairs (OCPA) 
1500 Army Pentagon, Room 1E475 
Washington, DC 20310-1500",703-220-9044,,703-697-2159,https://www.army.mil/101stairborne,101stAASLTDIV,,https://www.army.mil/info/institution/publicAffairs/,,,,/agency/united-states-of-america-10/justice-department-department-of-justice-office-of-the-inspector-general-8119/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/p200x200/18620485_10155399804758092_2859481608572934982_n.png?oh=e2aef1b6ba5f3bcebba9c4a2b0ae8b6d&oe=5A63953E,https://www.facebook.com/101st/,https://www.linkedin.com/company/101st-airborne/,https://www.instagram.com/101st_ab/,,https://en.wikipedia.org/wiki/101st_Airborne_Division,,,,,,https://www.flickr.com/photos/101st_airborne_division__air_assault/,6-Nov-17,
447,61,U.S. Trade Representative,10,"USTR FOIA Office, GSD/RDF;
Attn: Chief FOIA Officer Janice Kaye
Anacostia Naval Annex, Bldg. 410/Door 123
250 Murray Lane, S.W.
Washington, D.C.  20509",202-395-3475,,202-395-5141,https://ustr.gov/,USTradeRep,,https://ustr.gov/about-us/reading-room/freedom-information-act-foia,,https://ustr.gov/about-us/reading-room/freedom-information-act-foia/foia-library,,/agency/united-states-of-america-10/us-trade-representative-61/,https://pbs.twimg.com/profile_images/864090992370216961/uT0SNtH-_400x400.jpg,https://www.facebook.com/USTradeRep,https://www.linkedin.com/company/78545/,,"https://www.glassdoor.co.in/Overview/Working-at-Office-of-the-United-States-Trade-Representative-EI_IE151000.11,59.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Office_of_the_United_States_Trade_Representative,https://ustr.gov/about-us/policy-offices/press-office/blog,,,,https://www.youtube.com/user/ustr,https://www.flickr.com/photos/ustr/,6-Nov-17,
448,8108,USTR FOIA Appeals Committee [APPEALS],10,"USTR FOIA Appeals Committee 
GSD/RDF; Fred Ames 
Anacostia Naval Annex, Bldg. 410/Door 123 
250 Murray Lane, S.W. 
Washington, D.C. 20509.",,,,https://ustr.gov/,,,https://ustr.gov/about-us/reading-room/freedom-information-act-foia/ustr-guide-foia,,,,/agency/united-states-of-america-10/ustr-foia-appeals-committee-appeals-8108/,,,,,,,,,,,,,13-Nov-17,
449,454,Office of the Pardon Attorney,10,"Carolyn Veilleux 
Office of the Pardon Attorney 
1425 New York Avenue, N.W. 
Suite 11000 
Washington, D.C. 20530",202-616-6070,,,https://www.justice.gov/pardon,,,http://www.justice.gov/pardon/pardon_foia.htm,,https://www.justice.gov/pardon/pardon-attorney-foia/foia-library,,/agency/united-states-of-america-10/office-of-the-pardon-attorney-454/,,,,,,https://en.wikipedia.org/wiki/Office_of_the_Pardon_Attorney,,,,,,,13-Nov-17,
450,8101,"U.S. Department of Education, Office of Impact Aid Programs",10,"Office of Impact Aid Programs 
U.S. Department of Education 
400 Maryland Ave., SW 
Washington, DC 20202-6244",202-260-3858,,866-799-1273,https://www2.ed.gov/about/offices/list/oese/impactaid/index.html,,,http://www.ed.gov/about/offices/list/oese/impactaid/index.html,,,,/agency/united-states-of-america-10/us-department-of-education-office-of-impact-aid-programs-8101/,,,,,,,,,,,,,13-Nov-17,
451,66,Federal Trade Commission,10,"Freedom of Information Act Request 
Office of General Counsel 
Federal Trade Commission 
600 Pennsylvania Avenue, N.W. 
Washington, D.C. 20580",202-326-2222,,202-326-2477,https://www.ftc.gov/,https://www.ftc.gov/,,http://www.ftc.gov/foia/foiarequest.shtm,,https://www.ftc.gov/about-ftc/foia/foia-reading-rooms,,/agency/united-states-of-america-10/federal-trade-commission-66/,https://www.ftc.gov/sites/all/themes/ftc/images/FTCLogo_465-new.png,http://www.facebook.com/federaltradecommission,https://www.linkedin.com/company/163780/,,"https://www.glassdoor.co.in/Overview/Working-at-FTC-EI_IE38937.11,14.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Federal_Trade_Commission,https://www.ftc.gov/news-events/blogs,https://www.ftc.gov/site-information/open-government/data-sets,https://github.com/federaltradecommission,https://www.yelp.com/biz/federal-trade-commission-washington-5,http://www.youtube.com/ftcvideos,,13-Nov-17,
452,4266,"Occupational Safety and Health Administration (OSHA), Region VI: Dallas",10,"Occupational Safety & Health Administration, Region VI 
ATTN: FOIA Coordinator 
525 Griffin St., Rm. 602 
Dallas, TX 75202",972-850-4145,,972-850-4150,www.osha.gov,,,https://www.osha.gov/as/opa/foia/howto-foia.html,,,,/agency/united-states-of-america-10/occupational-safety-health-administration-osha-region-vi-4266/,,,,,,,,,,,,,13-Nov-17,
